,First Name,Last Name,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Year,Month,Day
0,-1.7194452231899835,-1.699014191612206,0.9872684913811817,-0.05346914958062947,0.8075409523102499,0.8063283157389475,-0.807960567972908,0.3539001073882603,-0.5154595754003061,-0.8216893628579184,0.7164114049901436,0.349944010171382,-0.024003561064837465,0.004861757098879777,0.022800525748555137,-0.32425881038182575,-0.5616069321088355,0.7229448763704289,-1.5450100106676685
1,-1.7080578034482328,-1.6215780648711653,0.9872684913811817,0.7997508825472672,0.5290913235542027,-1.3739706828469769,-0.530035067519581,0.21451536452292227,-0.3924185729063513,0.8583219880043269,-1.8989677873377164,-1.7605611125143366,-1.5209194510068,0.9240250001730932,-1.1620218097736206,1.3516446484579754,-1.2549488236012247,1.0155610671603825,-0.40029317016372323
2,-1.7165983682545458,-1.6740347958892896,0.9872684913811817,-0.10570466289920669,-1.2491696742867562,-0.7876594327615609,1.2448786932546383,-1.5536727811522217,-0.9515466437024519,-1.1484055320724762,0.6683172659510495,0.30876455102255246,-0.024003561064837465,-0.5266639004237017,-0.4110709863360357,-0.9985340847368255,-1.2549488236012247,-1.3253684591592456,-1.201594958516485
3,-1.634039575126853,-1.6265739440157485,0.9872684913811817,0.9201744310475003,0.8888041766908243,-1.2927033910903707,-0.8890708298372153,0.06333467623374722,-0.967958692314046,0.7811698399680589,-2.1148600639403408,-2.3948822727298165,-1.888243217113645,-0.4496260810188088,-1.560032510882164,1.8651635171811571,0.13173495938355395,0.43032868558047543,0.7444236703402219
4,-1.6682018343521052,-1.6190801252988736,0.9872684913811817,-0.13581055002426495,-1.0881489636085004,-0.9719315935757149,1.0841610733442444,-1.967253071726748,-0.3038681295203504,-0.7257429514378133,0.11094172733830403,0.28697622778132315,0.6968802007958846,2.0473105040428297,-0.6490490175983902,-0.6164686694397895,0.13173495938355395,0.7229448763704289,0.4010086181890384
5,-1.608417880707914,-1.6390636418772067,0.9872684913811817,-1.710732266739714,-1.1191509646393833,0.565708700479972,1.1151047190228374,0.19525667811665792,1.9550075809533327,0.7291320354002022,0.8701571133696294,1.1936555423759927,1.5993858490551172,-1.2523004817446364,1.6514990487792656,-0.5698503363853107,0.13173495938355395,-1.0327522683692922,1.0878387224914055
6,-1.6112647356433516,-1.7140018290459558,0.9872684913811817,0.17682289536005535,-0.9301811952972583,0.6159653960123807,0.9264906492193077,0.560930986255602,1.004271298517913,0.9088404137055494,0.45245034737952794,-0.022923109854618,0.01488317076237798,0.4748123726333879,1.2342317675064112,-0.12825689580332483,-0.5616069321088355,0.7229448763704289,-1.0871232744660904
7,-1.671048689287543,-1.6840265541784563,0.9872684913811817,1.2870224620116069,0.42391580553903574,1.067128560496035,-0.4107940742286724,0.5014697919762608,-0.7147005514658287,-0.8876666273541448,0.004308518721030202,0.591927287479851,-1.4578861992941552,0.13326023936571174,0.042126574916947504,-0.38890972940902596,0.13173495938355395,0.43032868558047543,-0.28582148611332875
8,-1.6311927201914154,-1.6615450980278315,0.9872684913811817,0.5568647413988886,0.8931834414865575,-0.9181625495520614,-0.8934418515024588,0.5435981684899642,-0.5758090640917579,1.3558706126175357,-2.0712693315817656,0.349346900360759,-1.0964296091665313,-0.7534857683535848,-1.0033249947108416,1.9980513808551328,-1.2549488236012247,-1.6179846499491992,0.8588953543906165
9,-1.6027241708370386,-1.5866069108590823,-1.0122626304034898,1.250079779802372,-1.6490306580933844,0.33556953563294284,1.643987015045867,0.017836029598947836,2.4148727881015173,1.371475830146383,0.49731070600418575,0.4720461244741225,0.19723519144574592,-0.22618767321483885,1.4861787627699137,-0.8222040821285662,0.8250768508759433,-1.0327522683692922,-1.430538326617274
